timestamp,action,combined,call_strike,put_strike,strike_offset,account,symbol,vwap
2026-02-13T11:40:02.401233-05:00,STRATEGY_STARTED,,6855,6855,-2,acc1,SPX,
2026-02-13T11:40:34.657482-05:00,STRATEGY_STARTED,,6850,6850,-2,acc1,SPX,
2026-02-13T11:41:59.595039-05:00,STRATEGY_STARTED,,6850,6850,-2,acc1,SPX,
2026-02-13T11:43:04.057133-05:00,STRATEGY_STARTED,,6850,6850,-2,acc1,SPX,
2026-02-13T11:43:38.877180-05:00,SELL_STRADDLE,37.9,6850,6850,-2,acc1,SPX,80.16244957829116
2026-02-13T12:03:47.401775-05:00,STRATEGY_STARTED,,6860,6860,-2,acc1,SPX,
2026-02-13T12:20:32.316102-05:00,STRATEGY_STARTED,,6860,6860,-2,acc1,SPX,
2026-02-13T12:20:42.515019-05:00,SELL_STRADDLE,30.9,6860,6860,-2,acc1,SPX,54.27844989740082
2026-02-13T12:44:23.533238-05:00,STRATEGY_STARTED,,6870,6870,-2,acc1,SPX,
2026-02-13T12:44:29.244237-05:00,SELL_STRADDLE,32.3,6870,6870,-2,acc1,SPX,51.79942540966163
