timestamp,action,combined,call_strike,put_strike,strike_offset,account,symbol,vwap
2026-02-13T13:00:20.210193-05:00,STRATEGY_STARTED,,6875,6875,1,DUH300582,SPX,
2026-02-13T13:00:31.410490-05:00,SELL_STRADDLE,24.6,6875,6875,1,DUH300582,SPX,46.40434715585017
2026-02-13T13:02:26.945197-05:00,SELL_STRADDLE,25.5,6875,6875,1,DUH300582,SPX,45.48750458985093
2026-02-13T13:09:54.513766-05:00,STRATEGY_STARTED,,6875,6875,1,DUH300582,SPX,
2026-02-13T13:10:06.133109-05:00,SELL_STRADDLE,24.799999999999997,6875,6875,1,DUH300582,SPX,43.29285059278181
2026-02-13T13:12:42.656637-05:00,SELL_STRADDLE,23.3,6875,6875,1,DUH300582,SPX,71.3060762100927
2026-02-13T13:14:41.254062-05:00,SELL_STRADDLE,22.4,6875,6875,1,DUH300582,SPX,42.03733223018937
2026-02-13T13:16:48.058579-05:00,SELL_STRADDLE,22.0,6875,6875,1,DUH300582,SPX,41.61952219860491
2026-02-13T13:18:18.399580-05:00,SELL_STRADDLE,21.6,6875,6875,1,DUH300582,SPX,41.11547456692684
2026-02-13T13:22:40.748275-05:00,STRATEGY_STARTED,,6880,6880,1,DUH300582,SPX,
2026-02-13T13:22:48.458632-05:00,SELL_STRADDLE,20.1,6880,6880,1,DUH300582,SPX,43.56559834053991
2026-02-13T13:24:42.272056-05:00,SELL_STRADDLE,21.200000000000003,6880,6880,1,DUH300582,SPX,43.04683975797517
2026-02-13T13:26:10.366575-05:00,SELL_STRADDLE,20.0,6880,6880,1,DUH300582,SPX,42.878566211584925
2026-02-13T13:31:57.802137-05:00,STRATEGY_STARTED,,6880,6880,1,DUH300582,SPX,
2026-02-13T13:32:26.494892-05:00,STRATEGY_STARTED,,6880,6880,1,DUH300582,SPX,
2026-02-13T13:32:38.756639-05:00,SELL_STRADDLE,20.9,6880,6880,1,DUH300582,SPX,41.12754531330917
