timestamp,action,combined,call_strike,put_strike,strike_offset,account,symbol,vwap
2026-02-13T13:00:17.202294-05:00,STRATEGY_STARTED,,6865,6865,-1,DUH300582,SPX,
2026-02-13T13:00:28.196099-05:00,SELL_STRADDLE,29.3,6865,6865,-1,DUH300582,SPX,72.90476626947753
2026-02-13T13:02:26.590266-05:00,SELL_STRADDLE,25.5,6865,6865,-1,DUH300582,SPX,45.95925145674586
2026-02-13T13:03:16.759916-05:00,SELL_STRADDLE,25.8,6865,6865,-1,DUH300582,SPX,46.03433279308482
2026-02-13T13:03:43.985260-05:00,SELL_STRADDLE,26.4,6865,6865,-1,DUH300582,SPX,46.139540666395405
2026-02-13T13:04:12.300479-05:00,SELL_STRADDLE,26.4,6865,6865,-1,DUH300582,SPX,45.70750254211062
2026-02-13T13:09:51.511408-05:00,STRATEGY_STARTED,,6865,6865,-1,DUH300582,SPX,
2026-02-13T13:10:04.448052-05:00,SELL_STRADDLE,25.2,6865,6865,-1,DUH300582,SPX,45.23384820011156
2026-02-13T13:12:17.243358-05:00,SELL_STRADDLE,25.4,6865,6865,-1,DUH300582,SPX,45.11674462114124
2026-02-13T13:12:48.307195-05:00,SELL_STRADDLE,24.6,6865,6865,-1,DUH300582,SPX,44.794777740641706
2026-02-13T13:14:42.306338-05:00,SELL_STRADDLE,24.5,6865,6865,-1,DUH300582,SPX,44.10457092184287
2026-02-13T13:16:30.192323-05:00,SELL_STRADDLE,24.2,6865,6865,-1,DUH300582,SPX,44.00509436980166
2026-02-13T13:18:32.396626-05:00,SELL_STRADDLE,24.9,6865,6865,-1,DUH300582,SPX,43.09569152374796
2026-02-13T13:20:31.993630-05:00,SELL_STRADDLE,22.7,6865,6865,-1,DUH300582,SPX,42.764936227343924
2026-02-13T13:22:37.747050-05:00,STRATEGY_STARTED,,6870,6870,-1,DUH300582,SPX,
2026-02-13T13:22:44.184439-05:00,SELL_STRADDLE,21.8,6870,6870,-1,DUH300582,SPX,41.88090330170583
2026-02-13T13:24:19.502948-05:00,SELL_STRADDLE,23.5,6870,6870,-1,DUH300582,SPX,71.5549687108886
2026-02-13T13:26:06.304432-05:00,SELL_STRADDLE,22.4,6870,6870,-1,DUH300582,SPX,40.74923195269117
2026-02-13T13:31:54.800577-05:00,STRATEGY_STARTED,,6870,6870,-1,DUH300582,SPX,
2026-02-13T13:32:23.493278-05:00,STRATEGY_STARTED,,6870,6870,-1,DUH300582,SPX,
2026-02-13T13:32:34.270184-05:00,SELL_STRADDLE,21.1,6870,6870,-1,DUH300582,SPX,39.97711298420155
