timestamp,action,combined,call_strike,put_strike,strike_offset,account,symbol,vwap
2025-12-18T10:16:18.801643-05:00,NONE,2.905,681,679,2,acc1,XSP,2.7654973821989532
2025-12-18T10:23:11.159576-05:00,NONE,4.555,675,673,2,acc1,XSP,4.506234309623431
2025-12-18T10:24:14.391982-05:00,NONE,4.545000000000001,675,673,2,acc1,XSP,4.487265306122449
2025-12-18T10:25:17.123185-05:00,NONE,4.680000000000001,675,673,2,acc1,XSP,4.487265306122449
2025-12-18T10:26:20.304439-05:00,NONE,5.015,675,673,2,acc1,XSP,4.484024390243903
2025-12-18T10:27:24.140909-05:00,NONE,5.42,675,673,2,acc1,XSP,4.4950607287449404
2025-12-18T10:28:26.882195-05:00,NONE,5.409999999999999,675,673,2,acc1,XSP,4.537799227799228
2025-12-18T10:29:30.517042-05:00,NONE,5.42,675,673,2,acc1,XSP,4.537799227799228
2025-12-18T10:30:33.243330-05:00,NONE,5.45,675,673,2,acc1,XSP,4.537799227799228
2025-12-18T10:31:36.685955-05:00,NONE,5.3149999999999995,675,673,2,acc1,XSP,4.541230769230769
2025-12-18T10:32:40.370340-05:00,NONE,5.715,675,673,2,acc1,XSP,4.547557251908397
2025-12-18T10:33:43.852015-05:00,NONE,5.585,675,673,2,acc1,XSP,4.547557251908397
2025-12-18T10:34:47.085729-05:00,NONE,5.5649999999999995,675,673,2,acc1,XSP,4.5506844106463875
2025-12-18T10:35:51.072511-05:00,NONE,5.975,675,673,2,acc1,XSP,4.553674242424242
2025-12-18T10:36:54.710823-05:00,NONE,5.975,675,673,2,acc1,XSP,4.553674242424242
2025-12-18T10:37:58.194083-05:00,NONE,6.405,675,673,2,acc1,XSP,4.553674242424242
2025-12-18T10:39:01.982882-05:00,NONE,6.364999999999999,675,673,2,acc1,XSP,4.561547169811321
2025-12-18T10:40:05.113518-05:00,NONE,6.745,675,673,2,acc1,XSP,4.569285714285714
2025-12-18T10:41:09.306893-05:00,NONE,6.555,675,673,2,acc1,XSP,4.577041198501872
2025-12-18T10:42:12.037798-05:00,NONE,6.38,675,673,2,acc1,XSP,4.592230483271376
2025-12-18T10:43:17.731432-05:00,NONE,6.765,675,673,2,acc1,XSP,4.592230483271376
2025-12-18T10:44:21.224292-05:00,NONE,6.675,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:45:25.207427-05:00,NONE,6.58,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:46:27.937085-05:00,NONE,6.57,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:47:30.918167-05:00,NONE,6.4750000000000005,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:48:33.759551-05:00,NONE,6.17,675,673,2,acc1,XSP,4.599777777777778
2025-12-18T10:49:36.687005-05:00,NONE,6.26,675,673,2,acc1,XSP,4.599777777777778
