timestamp,action,combined,call_strike,put_strike,vwap
2025-12-10T14:52:32.566342-05:00,NONE,,6845,6835,74.51164596273291
2025-12-10T14:52:36.954495-05:00,NONE,,6880,6870,68.17113237639553
2025-12-10T14:52:41.590672-05:00,NONE,,6880,6870,68.17113237639553
2025-12-10T14:52:45.928674-05:00,NONE,,6880,6870,68.17113237639553
2025-12-10T14:52:50.136115-05:00,NONE,,6880,6870,68.17113237639553
2025-12-10T14:52:54.469824-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:52:58.802526-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:03.036860-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:07.179962-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:11.613274-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:16.160367-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:20.690436-05:00,NONE,,6885,6875,72.8652
2025-12-10T14:53:35.680418-05:00,NONE,,6885,6875,72.8652
2025-12-10T15:02:25.453471-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:02:35.606366-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:02:40.197617-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:02:44.486535-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:02:48.620291-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:02:53.165834-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:03:03.731429-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:03:50.364654-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:04:53.198073-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:05:56.177272-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:06:58.676986-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:08:01.315634-05:00,NONE,,6895,6885,72.5040404040404
2025-12-10T15:09:18.175838-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:24.699648-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:31.436984-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:37.990011-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:44.571729-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:51.225275-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:09:57.575773-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:04.264076-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:17.752385-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:24.392653-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:31.030668-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:37.554577-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:44.089627-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:50.753284-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:10:57.493591-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:12.709056-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:19.246249-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:25.886439-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:32.549550-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:39.257943-05:00,NONE,,6845,6835,74.4984544049459
2025-12-10T15:11:45.766968-05:00,NONE,,6845,6835,74.4984544049459
