timestamp,action,combined,call_strike,put_strike,vwap
2025-12-16T13:16:29.839377-05:00,NONE,7.614999999999999,687,685,4,acc2,XSP,5.945720524017467
2025-12-16T13:16:33.457771-05:00,NONE,8.63,688,686,5,acc2,XSP,5.581052631578948
2025-12-16T13:17:06.078017-05:00,NONE,7.7700000000000005,687,685,4,acc2,XSP,5.945720524017467
2025-12-16T13:22:05.798124-05:00,NONE,8.05,687,685,4,acc1,XSP,5.945720524017467
2025-12-16T13:22:09.274419-05:00,NONE,9.1,688,686,5,acc1,XSP,5.581052631578948
2025-12-16T13:22:12.635873-05:00,NONE,10.11,689,687,6,acc1,XSP,9.531620370370373
2025-12-16T13:22:15.952267-05:00,NONE,11.1,690,688,7,acc1,XSP,8.97625
2025-12-16T13:22:20.472497-05:00,NONE,12.11,691,689,8,acc1,XSP,10.786666666666667
2025-12-16T13:22:22.268891-05:00,NONE,13.105,692,690,9,acc1,XSP,9.989999999999998
2025-12-16T13:26:25.956654-05:00,NONE,7.784999999999999,687,685,4,acc2,XSP,5.945720524017467
2025-12-16T13:26:30.479215-05:00,NONE,8.82,688,686,5,acc2,XSP,5.581052631578948
2025-12-16T13:26:32.787825-05:00,NONE,9.85,689,687,6,acc2,XSP,9.538858447488586
2025-12-16T13:26:35.940830-05:00,NONE,10.73,690,688,7,acc2,XSP,8.97625
2025-12-16T13:26:38.438209-05:00,NONE,11.729999999999999,691,689,8,acc2,XSP,10.786666666666667
2025-12-16T13:26:41.590719-05:00,NONE,12.795,692,690,9,acc2,XSP,9.989999999999998
